user_id,login_time,login_hour,ip_score,label
u0329,16:06 PM,16,0.27,normal
u0260,18:59 PM,18,0.38,normal
u0243,02:16 AM,2,0.66,anomaly
u0150,11:06 AM,11,0.12,normal
u0430,15:51 PM,15,0.27,normal
u0457,16:29 PM,16,0.24,normal
u0144,21:24 PM,21,0.72,anomaly
u0312,08:23 AM,8,0.26,normal
u0186,21:07 PM,21,0.81,anomaly
u0229,21:05 PM,21,0.75,anomaly
u0054,07:03 AM,7,0.8,anomaly
u0360,18:29 PM,18,0.28,normal
u0196,16:57 PM,16,0.18,normal
u0137,17:31 PM,17,0.08,normal
u0339,17:25 PM,17,0.11,normal
u0083,20:55 PM,20,0.86,anomaly
u0235,13:07 PM,13,0.13,normal
u0252,09:54 AM,9,0.11,normal
u0327,19:37 PM,19,0.96,anomaly
u0258,18:43 PM,18,0.13,normal
u0357,16:30 PM,16,0.08,normal
u0355,00:09 AM,0,0.76,anomaly
u0082,14:15 PM,14,0.21,normal
u0297,20:24 PM,20,0.71,anomaly
u0007,17:44 PM,17,0.35,normal
u0156,08:06 AM,8,0.13,normal
u0156,02:29 AM,2,0.67,anomaly
u0027,08:26 AM,8,0.19,normal
u0213,05:46 AM,5,0.85,anomaly
u0472,16:01 PM,16,0.26,normal
u0017,05:16 AM,5,1.0,anomaly
u0097,22:49 PM,22,0.77,anomaly
u0260,02:23 AM,2,0.76,anomaly
u0378,00:24 AM,0,0.78,anomaly
u0063,09:50 AM,9,0.21,normal
u0057,09:25 AM,9,0.12,normal
u0132,11:46 AM,11,0.31,normal
u0002,15:45 PM,15,0.19,normal
u0161,04:25 AM,4,0.69,anomaly
u0134,15:32 PM,15,0.26,normal
u0152,19:55 PM,19,0.84,anomaly
u0024,07:12 AM,7,0.88,anomaly
u0271,09:31 AM,9,0.3,normal
u0370,18:06 PM,18,0.13,normal
u0300,14:04 PM,14,0.06,normal
u0040,18:32 PM,18,0.05,normal
u0067,23:57 PM,23,0.78,anomaly
u0382,21:30 PM,21,0.92,anomaly
u0171,03:26 AM,3,0.77,anomaly
u0159,15:43 PM,15,0.17,normal
u0455,23:38 PM,23,0.85,anomaly
u0020,12:58 PM,12,0.39,normal
u0188,01:36 AM,1,0.8,anomaly
u0399,22:09 PM,22,0.86,anomaly
u0497,08:06 AM,8,0.15,normal
u0263,17:24 PM,17,0.28,normal
u0426,02:59 AM,2,0.67,anomaly
u0092,01:04 AM,1,0.92,anomaly
u0117,11:53 AM,11,0.31,normal
u0356,16:31 PM,16,0.13,normal
u0087,09:38 AM,9,0.27,normal
u0280,18:17 PM,18,0.14,normal
u0360,10:58 AM,10,0.19,normal
u0335,20:15 PM,20,0.87,anomaly
u0269,01:19 AM,1,0.73,anomaly
u0357,19:16 PM,19,0.7,anomaly
u0184,21:18 PM,21,0.71,anomaly
u0479,04:06 AM,4,0.89,anomaly
u0351,07:23 AM,7,0.77,anomaly
u0078,18:33 PM,18,0.11,normal
u0025,14:16 PM,14,0.32,normal
u0186,02:06 AM,2,0.78,anomaly
u0412,02:40 AM,2,0.72,anomaly
u0058,05:21 AM,5,0.9,anomaly
u0168,10:33 AM,10,0.31,normal
u0259,02:35 AM,2,0.82,anomaly
u0397,19:26 PM,19,0.76,anomaly
u0486,12:13 PM,12,0.05,normal
u0143,13:09 PM,13,0.25,normal
u0101,15:08 PM,15,0.4,normal
u0373,03:21 AM,3,0.95,anomaly
u0466,17:59 PM,17,0.18,normal
u0294,11:31 AM,11,0.24,normal
u0379,19:09 PM,19,0.52,anomaly
u0426,20:30 PM,20,0.86,anomaly
u0157,03:08 AM,3,0.99,anomaly
u0124,12:14 PM,12,0.22,normal
u0109,13:15 PM,13,0.39,normal
u0015,23:13 PM,23,0.62,anomaly
u0261,11:27 AM,11,0.28,normal
u0368,19:22 PM,19,0.77,anomaly
u0274,21:20 PM,21,0.69,anomaly
u0041,20:33 PM,20,0.84,anomaly
u0178,08:47 AM,8,0.29,normal
u0318,08:40 AM,8,0.29,normal
u0482,08:26 AM,8,0.18,normal
u0065,06:26 AM,6,0.88,anomaly
u0076,23:56 PM,23,0.78,anomaly
u0236,10:53 AM,10,0.08,normal
u0442,11:29 AM,11,0.04,normal
u0385,12:23 PM,12,0.29,normal
u0300,17:07 PM,17,0.13,normal
u0153,16:18 PM,16,0.36,normal
u0272,03:47 AM,3,0.77,anomaly
u0222,18:11 PM,18,0.28,normal
u0362,16:20 PM,16,0.16,normal
u0004,12:06 PM,12,0.1,normal
u0459,16:27 PM,16,0.2,normal
u0473,10:44 AM,10,0.24,normal
u0170,23:51 PM,23,0.67,anomaly
u0028,04:08 AM,4,0.88,anomaly
u0430,20:48 PM,20,0.77,anomaly
u0055,13:18 PM,13,0.2,normal
u0422,17:18 PM,17,0.29,normal
u0432,01:59 AM,1,0.92,anomaly
u0329,14:02 PM,14,0.29,normal
u0326,16:09 PM,16,0.04,normal
u0065,05:55 AM,5,0.61,anomaly
u0278,21:43 PM,21,0.77,anomaly
u0357,09:13 AM,9,0.0,normal
u0433,16:09 PM,16,0.09,normal
u0166,05:39 AM,5,0.82,anomaly
u0085,20:21 PM,20,0.76,anomaly
u0458,12:00 PM,12,0.29,normal
u0390,15:19 PM,15,0.19,normal
u0144,03:30 AM,3,0.62,anomaly
u0358,01:44 AM,1,0.68,anomaly
u0372,23:14 PM,23,0.83,anomaly
u0034,23:50 PM,23,0.97,anomaly
u0448,19:50 PM,19,0.93,anomaly
u0219,17:01 PM,17,0.11,normal
u0480,21:31 PM,21,0.7,anomaly
u0027,10:12 AM,10,0.24,normal
u0012,09:12 AM,9,0.26,normal
u0164,06:12 AM,6,0.75,anomaly
u0058,07:34 AM,7,0.7,anomaly
u0068,15:20 PM,15,0.17,normal
u0411,07:00 AM,7,0.84,anomaly
u0373,09:59 AM,9,0.08,normal
u0427,03:44 AM,3,0.62,anomaly
u0262,12:22 PM,12,0.11,normal
u0088,21:22 PM,21,0.91,anomaly
u0139,08:36 AM,8,0.21,normal
u0016,07:35 AM,7,0.8,anomaly
u0213,18:58 PM,18,0.12,normal
u0348,00:36 AM,0,0.78,anomaly
u0289,13:27 PM,13,0.19,normal
u0407,19:29 PM,19,0.83,anomaly
u0210,01:27 AM,1,0.87,anomaly
u0168,06:03 AM,6,0.86,anomaly
u0012,11:57 AM,11,0.21,normal
u0365,11:35 AM,11,0.23,normal
u0124,04:44 AM,4,0.83,anomaly
u0113,11:25 AM,11,0.1,normal
u0308,10:09 AM,10,0.28,normal
u0026,08:02 AM,8,0.17,normal
u0088,11:00 AM,11,0.24,normal
u0109,14:07 PM,14,0.09,normal
u0445,20:23 PM,20,1.0,anomaly
u0138,13:04 PM,13,0.25,normal
u0314,20:38 PM,20,0.79,anomaly
u0081,03:54 AM,3,0.8,anomaly
u0294,02:39 AM,2,0.81,anomaly
u0226,03:17 AM,3,0.92,anomaly
u0096,17:04 PM,17,0.02,normal
u0069,17:48 PM,17,0.32,normal
u0039,02:54 AM,2,0.94,anomaly
u0072,22:01 PM,22,0.8,anomaly
u0170,19:29 PM,19,0.75,anomaly
u0001,08:48 AM,8,0.32,normal
u0334,21:44 PM,21,0.73,anomaly
u0031,13:35 PM,13,0.15,normal
u0424,23:16 PM,23,0.84,anomaly
u0012,14:26 PM,14,0.3,normal
u0497,14:51 PM,14,0.11,normal
u0301,05:45 AM,5,0.71,anomaly
u0415,09:00 AM,9,0.16,normal
u0343,18:28 PM,18,0.24,normal
u0038,19:50 PM,19,0.8,anomaly
u0420,05:51 AM,5,1.0,anomaly
u0265,08:41 AM,8,0.33,normal
u0259,17:44 PM,17,0.22,normal
u0221,00:47 AM,0,0.65,anomaly
u0030,10:01 AM,10,0.37,normal
u0426,03:20 AM,3,0.76,anomaly
u0216,05:51 AM,5,0.94,anomaly
u0417,12:41 PM,12,0.27,normal
u0168,18:46 PM,18,0.28,normal
u0245,21:34 PM,21,0.73,anomaly
u0417,02:59 AM,2,0.96,anomaly
u0066,12:03 PM,12,0.0,normal
u0058,04:34 AM,4,0.93,anomaly
u0461,18:21 PM,18,0.27,normal
u0497,12:33 PM,12,0.29,normal
u0435,01:39 AM,1,0.7,anomaly
u0263,02:59 AM,2,0.74,anomaly
u0216,17:37 PM,17,0.23,normal
u0433,00:54 AM,0,0.78,anomaly
u0092,18:05 PM,18,0.23,normal
u0220,03:16 AM,3,0.73,anomaly
u0351,11:37 AM,11,0.2,normal
u0108,20:13 PM,20,0.83,anomaly
u0002,06:24 AM,6,0.98,anomaly
u0005,07:24 AM,7,0.72,anomaly
u0442,09:01 AM,9,0.3,normal
u0150,17:44 PM,17,0.28,normal
u0247,15:31 PM,15,0.1,normal
u0494,01:57 AM,1,0.74,anomaly
u0411,05:37 AM,5,0.8,anomaly
u0227,16:54 PM,16,0.08,normal
u0082,06:53 AM,6,0.96,anomaly
u0081,02:23 AM,2,0.68,anomaly
u0132,18:09 PM,18,0.28,normal
u0367,15:45 PM,15,0.26,normal
u0268,21:52 PM,21,0.85,anomaly
u0038,19:59 PM,19,1.0,anomaly
u0255,04:00 AM,4,0.62,anomaly
u0281,00:29 AM,0,0.89,anomaly
u0235,00:35 AM,0,0.78,anomaly
u0124,07:34 AM,7,0.9,anomaly
u0434,08:29 AM,8,0.15,normal
u0271,15:56 PM,15,0.19,normal
u0350,08:34 AM,8,0.23,normal
u0497,07:33 AM,7,0.74,anomaly
u0330,06:37 AM,6,0.81,anomaly
u0038,01:04 AM,1,0.77,anomaly
u0388,08:24 AM,8,0.06,normal
u0299,17:42 PM,17,0.32,normal
u0438,03:00 AM,3,0.75,anomaly
u0258,07:00 AM,7,0.64,anomaly
u0286,05:11 AM,5,0.76,anomaly
u0215,23:42 PM,23,0.72,anomaly
u0331,08:54 AM,8,0.25,normal
u0271,14:11 PM,14,0.14,normal
u0382,01:48 AM,1,0.69,anomaly
u0014,03:17 AM,3,0.75,anomaly
u0470,18:12 PM,18,0.19,normal
u0281,00:18 AM,0,0.83,anomaly
u0396,10:22 AM,10,0.26,normal
u0002,18:45 PM,18,0.39,normal
u0147,14:21 PM,14,0.25,normal
u0147,12:20 PM,12,0.19,normal
u0423,19:47 PM,19,0.82,anomaly
u0238,10:59 AM,10,0.3,normal
u0382,04:26 AM,4,0.82,anomaly
u0104,05:52 AM,5,0.9,anomaly
u0348,01:38 AM,1,0.68,anomaly
u0461,03:25 AM,3,0.86,anomaly
u0388,19:22 PM,19,0.85,anomaly
u0387,13:26 PM,13,0.4,normal
u0474,12:53 PM,12,0.1,normal
u0439,17:28 PM,17,0.06,normal
u0084,22:08 PM,22,0.75,anomaly
u0026,17:37 PM,17,0.12,normal
u0150,07:27 AM,7,0.72,anomaly
u0495,02:45 AM,2,0.85,anomaly
u0318,19:03 PM,19,0.83,anomaly
u0089,13:19 PM,13,0.19,normal
u0094,14:44 PM,14,0.05,normal
u0425,19:04 PM,19,0.84,anomaly
u0480,15:51 PM,15,0.23,normal
u0384,07:37 AM,7,0.85,anomaly
u0278,01:59 AM,1,0.87,anomaly
u0198,02:50 AM,2,0.69,anomaly
u0276,17:06 PM,17,0.31,normal
u0202,03:27 AM,3,0.85,anomaly
u0288,03:17 AM,3,0.73,anomaly
u0226,15:04 PM,15,0.3,normal
u0045,18:16 PM,18,0.08,normal
u0138,15:26 PM,15,0.15,normal
u0362,20:33 PM,20,0.82,anomaly
u0142,18:28 PM,18,0.2,normal
u0075,12:52 PM,12,0.06,normal
u0170,02:12 AM,2,0.74,anomaly
u0404,19:44 PM,19,0.82,anomaly
u0304,22:16 PM,22,0.84,anomaly
u0098,08:33 AM,8,0.18,normal
u0357,05:37 AM,5,0.63,anomaly
u0349,03:21 AM,3,0.79,anomaly
u0242,21:19 PM,21,0.78,anomaly
u0048,14:22 PM,14,0.02,normal
u0251,21:33 PM,21,0.63,anomaly
u0152,18:21 PM,18,0.19,normal
u0319,11:37 AM,11,0.28,normal
u0158,11:59 AM,11,0.32,normal
u0387,16:48 PM,16,0.34,normal
u0155,14:12 PM,14,0.18,normal
u0138,21:34 PM,21,0.96,anomaly
u0031,02:50 AM,2,0.71,anomaly
u0498,22:04 PM,22,0.61,anomaly
u0217,00:38 AM,0,0.89,anomaly
u0491,19:50 PM,19,0.85,anomaly
u0123,07:23 AM,7,0.79,anomaly
u0030,05:28 AM,5,0.79,anomaly
u0165,17:10 PM,17,0.24,normal
u0156,06:17 AM,6,1.0,anomaly
u0102,01:07 AM,1,0.73,anomaly
u0071,16:10 PM,16,0.22,normal
u0292,09:38 AM,9,0.2,normal
u0112,08:56 AM,8,0.2,normal
u0036,15:54 PM,15,0.16,normal
u0471,23:25 PM,23,0.67,anomaly
u0426,05:38 AM,5,0.96,anomaly
u0333,07:24 AM,7,0.8,anomaly
u0388,09:14 AM,9,0.35,normal
u0355,18:22 PM,18,0.11,normal
u0132,17:29 PM,17,0.2,normal
u0316,20:32 PM,20,0.88,anomaly
u0052,15:46 PM,15,0.1,normal
u0118,00:56 AM,0,0.85,anomaly
u0163,13:04 PM,13,0.31,normal
u0338,21:29 PM,21,0.67,anomaly
u0425,14:04 PM,14,0.17,normal
u0365,13:36 PM,13,0.09,normal
u0081,02:55 AM,2,0.83,anomaly
u0123,15:56 PM,15,0.25,normal
u0256,07:25 AM,7,0.93,anomaly
u0464,01:02 AM,1,0.84,anomaly
u0029,18:19 PM,18,0.13,normal
u0258,00:01 AM,0,0.77,anomaly
u0064,12:17 PM,12,0.23,normal
u0483,14:48 PM,14,0.18,normal
u0004,18:00 PM,18,0.08,normal
u0136,14:16 PM,14,0.17,normal
u0143,07:08 AM,7,0.73,anomaly
u0012,03:20 AM,3,0.96,anomaly
u0327,21:55 PM,21,0.73,anomaly
u0415,15:39 PM,15,0.25,normal
u0357,08:31 AM,8,0.2,normal
u0167,14:15 PM,14,0.08,normal
u0298,01:05 AM,1,0.68,anomaly
u0488,02:31 AM,2,1.0,anomaly
u0131,11:58 AM,11,0.28,normal
u0456,05:51 AM,5,0.73,anomaly
u0232,03:15 AM,3,0.93,anomaly
u0444,10:27 AM,10,0.07,normal
u0475,01:42 AM,1,0.79,anomaly
u0205,17:20 PM,17,0.12,normal
u0431,02:54 AM,2,0.81,anomaly
u0447,20:39 PM,20,0.87,anomaly
u0253,04:02 AM,4,0.79,anomaly
u0214,11:08 AM,11,0.32,normal
u0007,04:48 AM,4,0.81,anomaly
u0159,18:03 PM,18,0.29,normal
u0398,09:10 AM,9,0.19,normal
u0456,06:10 AM,6,0.73,anomaly
u0028,01:07 AM,1,0.69,anomaly
u0227,11:26 AM,11,0.35,normal
u0040,06:51 AM,6,0.77,anomaly
u0283,20:27 PM,20,0.81,anomaly
u0160,16:49 PM,16,0.3,normal
u0119,15:14 PM,15,0.08,normal
u0295,06:55 AM,6,0.85,anomaly
u0185,14:51 PM,14,0.22,normal
u0089,16:14 PM,16,0.28,normal
u0437,07:04 AM,7,0.69,anomaly
u0075,22:35 PM,22,0.83,anomaly
u0467,08:57 AM,8,0.29,normal
u0458,04:21 AM,4,0.8,anomaly
u0057,19:21 PM,19,0.8,anomaly
u0121,11:45 AM,11,0.32,normal
u0228,08:46 AM,8,0.04,normal
u0361,14:36 PM,14,0.36,normal
u0404,18:12 PM,18,0.3,normal
u0482,15:34 PM,15,0.13,normal
u0181,11:31 AM,11,0.26,normal
u0455,23:57 PM,23,0.76,anomaly
u0273,16:36 PM,16,0.42,normal
u0165,17:11 PM,17,0.2,normal
u0152,06:27 AM,6,0.82,anomaly
u0496,16:27 PM,16,0.3,normal
u0363,13:36 PM,13,0.04,normal
u0178,17:40 PM,17,0.15,normal
u0036,06:31 AM,6,0.75,anomaly
u0270,08:50 AM,8,0.27,normal
u0199,02:32 AM,2,0.81,anomaly
u0357,19:51 PM,19,0.76,anomaly
u0141,15:48 PM,15,0.26,normal
u0491,04:48 AM,4,0.74,anomaly
u0142,01:59 AM,1,0.68,anomaly
u0453,02:18 AM,2,0.82,anomaly
u0252,16:15 PM,16,0.4,normal
u0315,05:21 AM,5,0.78,anomaly
u0437,05:00 AM,5,0.76,anomaly
u0274,18:41 PM,18,0.16,normal
u0030,13:46 PM,13,0.25,normal
u0220,13:49 PM,13,0.14,normal
u0376,06:41 AM,6,0.48,anomaly
u0485,18:49 PM,18,0.24,normal
u0465,03:09 AM,3,0.72,anomaly
u0146,07:06 AM,7,0.66,anomaly
u0311,07:25 AM,7,0.84,anomaly
u0482,13:59 PM,13,0.29,normal
